"sentence","startTime","endTime","speaker_id","speaker_name"
"Dá tudo industrial, né?","10:30","10:32",0,"speaker 1"
"E acaba que vocês resolvem bem a parte transacional, né?","10:32","10:35",0,"speaker 1"
"Com os NMCPs e enfim.","10:35","10:38",0,"speaker 1"
"A gente é esse runtime e esse framework para fazer essas apps.","10:38","10:42",3,"speaker 4"
"A gente, a Nectar é uma camada analítica.","10:42","10:46",0,"speaker 1"
"Então, diferente de transacional, tipo Superbase, Postgres, a gente armazena Lake, vamos dizer assim.","10:46","10:54",0,"speaker 1"
"E ao criar MCP para testar os dados desse Lake, acaba permitindo coisas que vão além do MCP do HubSpot, MCP do, sei lá, de N tools que vão surgir.","10:54","11:07",0,"speaker 1"
"E uma das coisas que permite é tu construir camadas de abstração nos dados Da camada analítica para eles estarem o mais próximo possível do negócio.","11:07","11:17",0,"speaker 1"
"E aí, quando tu acessa esses dados via MCP, está mais próximo ainda para consumir.","11:17","11:22",0,"speaker 1"
"Então, além de ter o lado de estruturar a camada analítica de N fontes de dados, ele já tem mais de 100 integrações, tem essa camada que permite tu levar os dados num nível ainda mais consolidado, que é, enfim, o que tu falou, mas...","11:22","11:36",0,"speaker 1"
"É, então, aí pra gente isso é data source lindo, riquíssimo, pro cara automatizar lá em cima.","11:36","11:43",3,"speaker 4"
"É, e eu acho que vocês deveriam ser uma destination nossa também, porque daí a gente empurra dados também, não só o processo de vocês puxar, sabe?","11:43","11:52",0,"speaker 1"
"Pode ser bem massa, cara.","11:52","11:53",0,"speaker 1"
"E assim, a gente tem...","11:54","11:56",0,"speaker 1"
"Eu acho que o case Da Norte pode ser o case que a gente vai divulgar para o mercado inteiro, porque essa necessidade de, tipo, Toninho, beleza?","11:56","12:07",0,"speaker 1"
"Tenho meus dados, como que eu tiro mais valor deles?","12:07","12:10",0,"speaker 1"
"E aí tem duas formas de tu tirar mais valor dos teus dados.","12:10","12:14",0,"speaker 1"
"Uma é tu ir partir para uma etapa mais profunda de análise de dados, que exige ferramentas, enfim, dá para usar IA infinita também para ajudar nisso.","12:14","12:23",0,"speaker 1"
"E a outra coisa é como que tu usa no dia a dia do teu workflow, nas tuas ferramentas e etc.","12:23","12:29",0,"speaker 1"
"Então, vocês ajudam nas duas partes, eu imagino, porque dá pra criar mil coisas ali dentro do produto, né?","12:29","12:35",0,"speaker 1"
"Mas essa parte de, tipo, tu criar meio, data app, mini, uma ferramenta interna que é alimentada por esses dados, os meus clientes são super interessados.","12:35","12:46",0,"speaker 1"
"E óbvio que vocês entendem as complexidades do que vocês fazem e as complexidades do que eu faço.","12:46","12:52",0,"speaker 1"
"E sabem que não dá para fazer tudo isso, porque senão a gente seria Databricks com perplexo.","12:52","12:59",0,"speaker 1"
"Então acho que se complementa super.","12:59","13:03",0,"speaker 1"
"Eu não sei hoje o que vocês já estão fazendo com o Norte.","13:03","13:08",0,"speaker 1"
"mas o Marcinho avançou bem na camada de estruturação de dados, como se ele estivesse criando uma fonte Da verdade de dados de N lugares Da Norte.","13:08","13:17",0,"speaker 1"
"E, obviamente, a Nect, eu sei que o Gus tem a ideia de criar app ali para os founders, de conexão e tal.","13:19","13:26",0,"speaker 1"
"Então, todo esse dinamismo vai ter que ser criado, se é que não avançaram ainda.","13:26","13:31",0,"speaker 1"
"E aí, acho que seria case bem massa.","13:31","13:33",0,"speaker 1"
"Deixa eu entrar aqui, então.","13:33","13:34",4,"speaker 5"
"Vamos lá.","13:34","13:35",4,"speaker 5"
"Vocês que são...","13:35","13:36",4,"speaker 5"
"Eu entendo pouco o que eu falei.","13:36","13:38",4,"speaker 5"
"Eu consigo ver exatamente isso.","13:38","13:40",4,"speaker 5"
"Eu consigo ver...","13:40","13:41",4,"speaker 5"
"Quando eu comecei a falar individualmente com cada de dois, qual é a minha dor?","13:41","13:46",4,"speaker 5"
"Eu vou falar a dor para a gente pensar junto.","13:46","13:48",4,"speaker 5"
"Primeira dor.","13:49","13:50",4,"speaker 5"
"Eu tenho hoje 130 empresas no meu portfólio.","13:50","13:53",4,"speaker 5"
"né, vocês sendo duas delas.","13:53","13:56",4,"speaker 5"
"Cara, por mais que eu seja fundo follower, por mais que eu seja fundo que eu deveria, eu poderia ser muito low touch, eu diria que eu acabo sendo mais high touch do que qualquer outro fundo que você tem no cap table.","13:56","14:06",4,"speaker 5"
"Imagina que eu faço isso não para duas empresas, cara, eu devo ter, sei lá, a gente como uma máquina, a gente ajuda em go to market, a gente ajuda em contratação, a gente começou a criar processos internos nossos seja de divulgação de vaga no LinkedIn, que a gente soltou hoje, seja de, meu irmão, pegar uma lista de potenciais clientes e apresentar, seja ajudar com o evento, seja ajudar a captar a próxima rodada.","14:06","14:34",4,"speaker 5"
"Cara, eu diria que a gente tem...","14:34","14:37",4,"speaker 5"
"Esses são os três pilares, que é ajudar com receita de vocês, ser go-to-market, ajudar com captação e ajudar com hiring.","14:37","14:46",4,"speaker 5"
"Eu diria que esses três pilares a gente tenta ser bastante ativo de forma diferente.","14:46","14:50",4,"speaker 5"
"só que somos time de cinco nego sacou.","14:51","14:55",4,"speaker 5"
"Então meu irmão é uma coisa e para 130 empresas.","14:55","14:59",4,"speaker 5"
"O que acontece semeador.","14:59","15:00",4,"speaker 5"
"Então o primeiro lado Da época quando eu comecei a ver o que eles estavam construindo eu falei caralho.","15:00","15:05",4,"speaker 5"
"Será que eu preciso ser tão analógico como eu sou.","15:06","15:10",4,"speaker 5"
"Será que se eu não tivesse como se fosse negócio fosse lugar.","15:10","15:14",4,"speaker 5"
"lugar que é cerimônia.","15:14","15:17",3,"speaker 4"
"Não o cerimônia eu tenho que é o ato e que eu estou atualizando isso aí eu estou fazendo esse processo.","15:17","15:23",4,"speaker 5"
"Eu quero uma ferramenta que eu linkei com o meu prêmio de décimo se eu estou viajando.","15:23","15:28",4,"speaker 5"
"Imagina se eu tivesse lugar na décima.","15:28","15:30",4,"speaker 5"
"que eu consegui chegar, meu irmão, sei lá, meus clientes, meus investidores, os meus founders, tivessem lá lugar onde eles pudessem acessar, onde eles pudessem pedir intros, onde eles pudessem, a minha, como se, quase como se fosse minha internet.","15:31","15:46",4,"speaker 5"
"Você está fazendo site para os.","15:46","15:48",3,"speaker 4"
"Seus...","15:48","15:49",4,"speaker 5"
"Pode ser isso, pode ser chamado dessa forma.","15:49","15:52",4,"speaker 5"
"Eu gostaria de ter algo que, porra, entrou você lá no Dex e falou, caralho, cara, eu quero essas intros, eu quero falar com esses caras, eu quero isso, eu quero aquilo.","15:52","16:02",4,"speaker 5"
"E eu tivesse uma coisa que fosse...","16:02","16:05",4,"speaker 5"
"fosse uma coisa meio que… Porque, por exemplo, sei lá, se eu te apresento empresas pra você fechar negócio, às vezes você vai esquecer de falar pra mim, porque foram várias, e eu não sei… É, not as a service, quase isso.","16:05","16:18",4,"speaker 5"
"É.","16:18","16:19",3,"speaker 4"
"Eu não sei.","16:19","16:20",4,"speaker 5"
"Eu gostei do nome, by the way.","16:20","16:22",4,"speaker 5"
"By the way, isso vai ficar guardado.","16:22","16:24",4,"speaker 5"
"Porque imagina que tinha, assim, cara, porra, sei lá, Antônio, quantas empresas eu já apresentei?","16:24","16:28",4,"speaker 5"
"Ele fala, sei lá, 50.","16:28","16:29",4,"speaker 5"
"Cara, quantas eu… Você fechou, sei lá, três.","16:29","16:33",4,"speaker 5"
"Cara, quantas você… Tinha, assim, Eu preciso de fazer alguma coisa?","16:33","16:37",4,"speaker 5"
"Porque, assim, é uma coisa que teria uma forma de me comunicar mais rápido, de você ter uma coisa mais gravada, das informações serem lá, meu irmão, lugar, repositório de...","16:37","16:49",4,"speaker 5"
"E, além disso, de dados.","16:49","16:50",4,"speaker 5"
"Vamos pensar, aquilo ali, meu irmão, imagina ao longo Da história.","16:50","16:54",4,"speaker 5"
"Imagina que eu consiga...","16:54","16:56",4,"speaker 5"
"Claro que eu vou ter meu day-to-day no rolê, mas imagina que eu conseguisse ter essa área Entendeu que tudo acontecesse ali entre a relação entre a Norte e a Portfolio Compre usando de alguma forma a tecnologia Da NET.","16:56","17:13",4,"speaker 5"
"E na NET, o que eu estava falando com o Antônio, a NET já começa a ter API nesse Data Lake, essa acabada de Data Organizer, de Data Orchestration que ele tem.","17:13","17:27",4,"speaker 5"
"Imagina o seguinte, eu falo cara, É uma coisa super nobre, poucas empresas têm estruturado, mas uma vez eu estava almoçando com o Antônio e ele falou, pô, Hugo, eu tenho muita P.I.","17:27","17:37",4,"speaker 5"
"aqui dentro.","17:37","17:38",4,"speaker 5"
"Eu falei, imagina ser.","17:38","17:39",4,"speaker 5"
"De novo, claro que eu não sei quanto disso a gente vai conseguir, mas imagina se eu tivesse, sei lá, hoje são as empresas que eu estou apresentando aqui no Toninho e ele está fechando lá, mas imagina que eu tivesse uma porra de uma conexão entre Norte e a minha Portfolio Company que algumas informações básicas, mensais, que são naturalmente e de novo eu peço mas não com uma recorrência mas eu peço mas assim eu acredito o cara o que sei lá eu estava falando com só exemplo o cara do pessoal Da quanto light do lado do NIC Da revolute.","17:40","18:15",4,"speaker 5"
"O cara tem 20 e aí só que lá dentro.","18:15","18:18",4,"speaker 5"
"Meu irmão porque estou começando a tomar a decisão de investimento deles já está sendo totalmente automática baseado em métricas e cara na verdade é o seguinte o que nego das antigas o double triple triple as métricas de crescimento.","18:18","18:32",4,"speaker 5"
"Você tem padrão natural e o dado te dá isso.","18:32","18:36",4,"speaker 5"
"Então imagina se eu conseguisse puxar automaticamente dessa conexão com as empresas que eu tenho ou seja lugar onde eu conseguisse ter.","18:36","18:44",4,"speaker 5"
"o churn, a receita, o número de pessoas, se eu conseguir alimentar isso automaticamente, se eu precisar mandar e-mail pedindo as informações, se eu precisar ter que fazer call, ou seja, quando eu fizesse call com as minhas empresas ali seria uma coisa muito mais, tipo assim, galera, cara, seria uma coisa muito mais tática.","18:44","19:05",4,"speaker 5"
"Eu conseguiria ganhar velocidade e poder falar, meu irmão, e daqui a pouco o meu sistema, de alguma forma, falasse, porra, olha, a empresa XPTO, baseada nos dados que a gente puxou, baseada em tudo que a gente tem aqui, cara, essa empresa aqui, daqui a pouco ela deveria estar, você deveria estar olhando pra ela, porque ela vai estar em title de levantar round novo.","19:05","19:24",4,"speaker 5"
"Você deveria conversar com ela para pedir uma SFV.","19:24","19:27",4,"speaker 5"
"Cara, essa empresa aqui, ela está com 10 meses de runaway, ela está chegando no ponto of no return.","19:27","19:32",4,"speaker 5"
"Cara, você precisa de ajuda.","19:32","19:33",4,"speaker 5"
"Porque como o meu número de empresas vai aumentar, em algum momento, ou a empresa fala comigo ou eu não vou saber.","19:33","19:41",4,"speaker 5"
"E por mais que eu faça os calls de recorrência, os onboards, e a gente tem os grupos WhatsApp, acaba sendo mais reativo Da nossa parte, o que está tudo certo.","19:41","19:50",4,"speaker 5"
"Porque quando vocês pedem, a gente faça.","19:50","19:52",4,"speaker 5"
"A gente faz, entendeu?","19:52","19:53",4,"speaker 5"
"Então, isso é pouco Da minha...","19:54","19:57",4,"speaker 5"
"É possível o que eu tô pensando?","19:57","20:00",4,"speaker 5"
"Ou é uma alucinação louca?","20:00","20:02",4,"speaker 5"
"Entendeu?","20:02","20:03",4,"speaker 5"
"Gustavo, em Sponsored, tudo é possível, só depende do número de tokens que você tá disposto a gastar.","20:03","20:10",3,"speaker 4"
"Muito bom.","20:10","20:12",4,"speaker 5"
"Ô, Gui, tu quer que eu aceite o quê?","20:12","20:15",0,"speaker 1"
"O Green, deve ter pedido para entrar o Meeting Recorder.","20:16","20:19",3,"speaker 4"
"Eu acabei de perceber, idiotamente, que a gente estava há tempão aqui sem o Recorder.","20:19","20:26",3,"speaker 4"
"Eu uso o Granola, qualquer coisa, depois eu mando para vocês.","20:26","20:29",0,"speaker 1"
"A nossa empresa está agora sendo rodada 100% em agente que vai nos Meeting Notes, Meeting Transcripts, e vê o que está acontecendo com os nossos clientes, entendeu, Gustavo?","20:29","20:40",3,"speaker 4"
"E aí, nas reuniões, De começo de 20 semanas a gente usa isso.","20:40","20:45",3,"speaker 4"
"Então, importante para a gente gravar.","20:45","20:48",3,"speaker 4"
"Então, tudo é possível, Gustavo.","20:48","20:51",3,"speaker 4"
"O papel do Antônio e Da Nect é fazer esses conectores que aí tem...","20:51","21:00",3,"speaker 4"
"Pegar os seus dados é uma coisa.","21:00","21:03",3,"speaker 4"
"Pegar os dados de cada outra empresa, naturalmente, é outra coisa.","21:03","21:06",3,"speaker 4"
"E o nosso papel é fazer apps, fazer automações, fazer interfaces, dashboards que vocês precisem, usando os resources do Antônio e quaisquer outros que vocês já tenham, e APIs que vocês já tenham.","21:07","21:22",3,"speaker 4"
"Aí a gente tem que dividir agora a discussão em o cardápio do que dá para fazer, para já estabelecer NorteOS, isso aí, Norte Compass.","21:22","21:39",3,"speaker 4"
"E o mérito de cada ideia dessas e o qual seria uma MVP POC para a gente de fato fazer até o fim.","21:39","21:50",3,"speaker 4"
"Do que você falou Gustavo, eu já queria comentar que a ideia de você automatizar os seus insights sobre essas conexões e sobre sinergias internas do portfólio e sobre estar na hora de falar com esse cara.","21:50","22:11",3,"speaker 4"
"Isso eu acho super tratável, porque você tem esses dados, aí o Antônio consegue organizar eles, aí eu consigo fazer uma AI app que a gente descobre o que de fato são as tarefas que a gente quer.","22:11","22:22",3,"speaker 4"
"A parte de pegar os dados dos founders e auto-report, o que me parece que gera fricção é você ir lá e pedir para o founder, você vai ter que configurar essa porra aqui.","22:23","22:36",3,"speaker 4"
"Aí a alternativa que me aparece é Te ofereço essa ferramenta aqui que é muito boa para você, por favor use ela para medir o seu progresso.","22:36","22:44",3,"speaker 4"
"Aí o cara vai querer aderir e como uma consequência você fica sabendo das métricas dele.","22:44","22:50",3,"speaker 4"
"Mas é isso, o ângulo que eu estou indo, a minha vontade é, se a gente conseguir desenhar alguma coisa, eu em algum momento, na hora que eu fizer o Gui, eu vou falar, by the way, eu preciso que se instale na tua empresa, porque é a forma que eu me comunico com você.","22:50","23:05",4,"speaker 5"
"Eu vou ficar bobo o suficiente pra tentar botar na entrada no limite de convencer o cara que isso é do caralho.","23:05","23:13",4,"speaker 5"
"Entendeu?","23:13","23:13",4,"speaker 5"
"Porque a net não só vai ajudar ele a me ajudar a ter mais informação, mas ela vai ajudar ele em tudo que se diz respeito a dados internos.","23:13","23:22",4,"speaker 5"
"Eu acho que isso é trabalho que eu vou ter que fazer.","23:22","23:24",4,"speaker 5"
"Na hora que a gente chega num desenho que faz sentido e para de pé, eu vou pra cima de cada founder one-on-one.","23:24","23:31",4,"speaker 5"
"Não, perfeito.","23:32","23:33",3,"speaker 4"
"Antônio, você quer comentar?","23:33","23:35",3,"speaker 4"
"Eu queria mostrar pouquinho aqui o sistema pra gente ver o vocabulário, mas eu ouvi você...","23:35","23:39",3,"speaker 4"
"Não, tô bem animado de ver também.","23:39","23:41",0,"speaker 1"
"Caramba!","23:41","23:42",0,"speaker 1"
"safado!","23:42","23:44",3,"speaker 4"
"Deu char na minha frente.","23:44","23:47",3,"speaker 4"
"Tá maluco, moleque?","23:47","23:49",0,"speaker 1"
"Essa parte aqui é minha.","23:49","23:52",1,"speaker 2"
"Eu também gosto desse princípio de tu entregar algo, ter motivo para qual a pessoa vai reportar.","23:52","24:00",0,"speaker 1"
"Acho que motivo bem legal, mas eu não sei se abrange todo tipo de perfil das empresas que a Norte investe, acho que o portfólio também é bem heterogêneo, é esse motivo das conexões.","24:01","24:14",0,"speaker 1"
"Então, se de alguma forma você expressar o princípio de reciprocidade, que é tipo, cara, eu quero te conectar com mais empresas, então me ajuda a entender melhor o seu negócio.","24:14","24:24",0,"speaker 1"
"Eu acho que essa é uma mensagem que pelo menos eu, como founder, ia ver como tipo, do caralho, com certeza, me fala o que eu tenho que preencher aí, que eu quero te ajudar a me ajudar.","24:25","24:37",0,"speaker 1"
"Então é essa linha mesmo.","24:37","24:39",0,"speaker 1"
"Uma outra é utilitários do life cycle Da startup, por exemplo, gerador de investor updates.","24:39","24:47",3,"speaker 4"
"Se você me reportar o teu churn, a tua receita, eu consigo seguramente gerar para você tabela, PDF no seu tema, slide pronto para você gerar os investor updates.","24:47","24:59",3,"speaker 4"
"Aí é uma coisa que o cara vai querer usar porque tem que fazer CNB.","24:59","25:02",3,"speaker 4"
"Eu queria só adicionar ponto para o Google que eu acho mega legal.","25:02","25:07",2,"speaker 3"
"No fim, vocês serão os clientes, então imaginem também o que seria extremamente útil para vocês.","25:07","25:13",2,"speaker 3"
"Eu acho que expor a nossa network até lá, Todos os providers que a gente tem contato.","25:13","25:18",2,"speaker 3"
"Cara, você quer contato direto com a NVIDIA?","25:18","25:20",2,"speaker 3"
"Chama a gente que a gente coloca lá.","25:20","25:22",2,"speaker 3"
"Você quer contato direto com a AWS?","25:22","25:23",2,"speaker 3"
"Chama a gente que a gente coloca lá.","25:23","25:25",2,"speaker 3"
"E expondo também os possíveis clientes que a gente tem na nossa rede.","25:25","25:29",2,"speaker 3"
"Cara, ao invés de o Gu ter que lembrar que a gente tem contrato com alguém Da Ultra, É tipo pô não tá lá o login Da outra galera se vocês quiserem clica aqui e dispara alarme para a gente.","25:29","25:39",2,"speaker 3"
"Isso é isso.","25:39","25:41",2,"speaker 3"
"Vocês são os clientes mesmo.","25:41","25:44",2,"speaker 3"
